code,passport,button,tv state,unit,day,cs_start,cs_finish,see,display,Кол-во человек в семье 4+,Begin,End
258533,1210794,Б,включён,1,2022-02-15,1900-01-01 11:38:46,1900-01-01 11:41:38,нет регистрации,нет в комнате,4,2022-02-15 11:38:46,2022-02-15 11:41:38
258533,1210794,Б,выключен,2,2022-02-15,1900-01-01 11:38:46,1900-01-01 11:41:38,нет регистрации,нет в комнате,4,2022-02-15 11:38:46,2022-02-15 11:41:38
258533,1210794,В,выключен,0,2022-02-15,1900-01-01 11:38:46,1900-01-01 11:41:38,нет регистрации,нет в комнате,4,2022-02-15 11:38:46,2022-02-15 11:41:38
258533,1210794,В,включён,1,2022-02-15,1900-01-01 11:38:46,1900-01-01 11:41:38,нет регистрации,нет в комнате,4,2022-02-15 11:38:46,2022-02-15 11:41:38
258533,1210794,В,выключен,2,2022-02-15,1900-01-01 11:38:46,1900-01-01 11:41:38,нет регистрации,нет в комнате,4,2022-02-15 11:38:46,2022-02-15 11:41:38
258533,1210794,Г,выключен,0,2022-02-15,1900-01-01 11:38:46,1900-01-01 11:41:38,нет регистрации,нет в комнате,4,2022-02-15 11:38:46,2022-02-15 11:41:38
258533,1210794,Г,включён,1,2022-02-15,1900-01-01 11:38:46,1900-01-01 11:41:38,нет регистрации,нет в комнате,4,2022-02-15 11:38:46,2022-02-15 11:41:38
258533,1210794,Г,выключен,2,2022-02-15,1900-01-01 11:38:46,1900-01-01 11:41:38,нет регистрации,нет в комнате,4,2022-02-15 11:38:46,2022-02-15 11:41:38
258534,1210867,А,выключен,0,2022-02-14,1900-01-01 17:07:19,1900-01-01 17:08:54,нет регистрации,нет в комнате,4,2022-02-14 17:07:19,2022-02-14 17:08:54
258534,1210867,А,выключен,1,2022-02-14,1900-01-01 17:07:19,1900-01-01 17:08:54,нет регистрации,нет в комнате,4,2022-02-14 17:07:19,2022-02-14 17:08:54
258534,1210867,Б,выключен,0,2022-02-14,1900-01-01 17:07:19,1900-01-01 17:08:54,нет регистрации,нет в комнате,4,2022-02-14 17:07:19,2022-02-14 17:08:54
258534,1210867,Б,выключен,1,2022-02-14,1900-01-01 17:07:19,1900-01-01 17:08:54,нет регистрации,нет в комнате,4,2022-02-14 17:07:19,2022-02-14 17:08:54
258534,1210867,В,выключен,0,2022-02-14,1900-01-01 17:07:19,1900-01-01 17:08:54,нет регистрации,нет в комнате,4,2022-02-14 17:07:19,2022-02-14 17:08:54
258534,1210867,В,выключен,1,2022-02-14,1900-01-01 17:07:19,1900-01-01 17:08:54,нет регистрации,нет в комнате,4,2022-02-14 17:07:19,2022-02-14 17:08:54
258534,1210867,Г,выключен,0,2022-02-14,1900-01-01 17:07:19,1900-01-01 17:08:54,нет регистрации,нет в комнате,4,2022-02-14 17:07:19,2022-02-14 17:08:54
258534,1210867,Г,выключен,1,2022-02-14,1900-01-01 17:07:19,1900-01-01 17:08:54,нет регистрации,нет в комнате,4,2022-02-14 17:07:19,2022-02-14 17:08:54
258536,1210965,Б,выключен,1,2022-02-15,1900-01-01 11:44:28,1900-01-01 11:48:10,нет регистрации,нет в комнате,6,2022-02-15 11:44:28,2022-02-15 11:48:10
258536,1210965,Б,выключен,2,2022-02-15,1900-01-01 11:44:28,1900-01-01 11:48:10,нет регистрации,нет в комнате,6,2022-02-15 11:44:28,2022-02-15 11:48:10
258536,1210965,Г,выключен,1,2022-02-15,1900-01-01 11:44:28,1900-01-01 11:48:10,нет регистрации,нет в комнате,6,2022-02-15 11:44:28,2022-02-15 11:48:10
258536,1210965,Г,выключен,2,2022-02-15,1900-01-01 11:44:28,1900-01-01 11:48:10,нет регистрации,нет в комнате,6,2022-02-15 11:44:28,2022-02-15 11:48:10
258536,1210965,А,выключен,1,2022-02-15,1900-01-01 11:44:28,1900-01-01 11:48:10,нет регистрации,нет в комнате,6,2022-02-15 11:44:28,2022-02-15 11:48:10
258536,1210965,А,выключен,2,2022-02-15,1900-01-01 11:44:28,1900-01-01 11:48:10,нет регистрации,нет в комнате,6,2022-02-15 11:44:28,2022-02-15 11:48:10
258536,1210965,Е,выключен,1,2022-02-15,1900-01-01 11:44:28,1900-01-01 11:48:10,нет регистрации,нет в комнате,6,2022-02-15 11:44:28,2022-02-15 11:48:10
258536,1210965,Е,выключен,2,2022-02-15,1900-01-01 11:44:28,1900-01-01 11:48:10,нет регистрации,нет в комнате,6,2022-02-15 11:44:28,2022-02-15 11:48:10
258536,1210965,В,выключен,1,2022-02-15,1900-01-01 11:44:28,1900-01-01 11:48:10,нет регистрации,нет в комнате,6,2022-02-15 11:44:28,2022-02-15 11:48:10
258536,1210965,В,выключен,2,2022-02-15,1900-01-01 11:44:28,1900-01-01 11:48:10,нет регистрации,нет в комнате,6,2022-02-15 11:44:28,2022-02-15 11:48:10
258536,1210965,Д,выключен,1,2022-02-15,1900-01-01 11:44:28,1900-01-01 11:48:10,нет регистрации,нет в комнате,6,2022-02-15 11:44:28,2022-02-15 11:48:10
258536,1210965,Д,выключен,2,2022-02-15,1900-01-01 11:44:28,1900-01-01 11:48:10,нет регистрации,нет в комнате,6,2022-02-15 11:44:28,2022-02-15 11:48:10
258541,1211033,А,выключен,0,2022-02-14,1900-01-01 17:47:20,1900-01-01 17:49:19,нет регистрации,нет в комнате,3,2022-02-14 17:47:20,2022-02-14 17:49:19
258541,1211033,А,выключен,1,2022-02-14,1900-01-01 17:47:20,1900-01-01 17:49:19,нет регистрации,нет в комнате,3,2022-02-14 17:47:20,2022-02-14 17:49:19
258541,1211033,Б,выключен,0,2022-02-14,1900-01-01 17:47:20,1900-01-01 17:49:19,нет регистрации,нет в комнате,3,2022-02-14 17:47:20,2022-02-14 17:49:19
258541,1211033,Б,выключен,1,2022-02-14,1900-01-01 17:47:20,1900-01-01 17:49:19,нет регистрации,нет в комнате,3,2022-02-14 17:47:20,2022-02-14 17:49:19
258541,1211033,В,выключен,0,2022-02-14,1900-01-01 17:47:20,1900-01-01 17:49:19,нет регистрации,нет в комнате,3,2022-02-14 17:47:20,2022-02-14 17:49:19
258541,1211033,В,выключен,1,2022-02-14,1900-01-01 17:47:20,1900-01-01 17:49:19,нет регистрации,нет в комнате,3,2022-02-14 17:47:20,2022-02-14 17:49:19
258544,1211513,А,выключен,1,2022-02-14,1900-01-01 18:21:32,1900-01-01 18:23:34,нет регистрации,нет в комнате,2,2022-02-14 18:21:32,2022-02-14 18:23:34
258544,1211513,А,выключен,0,2022-02-14,1900-01-01 18:21:32,1900-01-01 18:23:34,нет регистрации,нет в комнате,2,2022-02-14 18:21:32,2022-02-14 18:23:34
258544,1211513,Б,выключен,1,2022-02-14,1900-01-01 18:21:32,1900-01-01 18:23:34,нет регистрации,нет в комнате,2,2022-02-14 18:21:32,2022-02-14 18:23:34
258544,1211513,Б,выключен,0,2022-02-14,1900-01-01 18:21:32,1900-01-01 18:23:34,нет регистрации,нет в комнате,2,2022-02-14 18:21:32,2022-02-14 18:23:34
258545,1211547,А,выключен,0,2022-02-15,1900-01-01 20:01:03,1900-01-01 20:02:54,нет регистрации,нет в комнате,3,2022-02-15 20:01:03,2022-02-15 20:02:54
258545,1211547,А,включён,1,2022-02-15,1900-01-01 20:01:03,1900-01-01 20:02:54,нет регистрации,нет в комнате,3,2022-02-15 20:01:03,2022-02-15 20:02:54
258545,1211547,А,выключен,2,2022-02-15,1900-01-01 20:01:03,1900-01-01 20:02:54,нет регистрации,нет в комнате,3,2022-02-15 20:01:03,2022-02-15 20:02:54
258545,1211547,Б,выключен,0,2022-02-15,1900-01-01 20:01:03,1900-01-01 20:02:54,нет регистрации,нет в комнате,3,2022-02-15 20:01:03,2022-02-15 20:02:54
258545,1211547,Б,включён,1,2022-02-15,1900-01-01 20:01:03,1900-01-01 20:02:54,нет регистрации,нет в комнате,3,2022-02-15 20:01:03,2022-02-15 20:02:54
258545,1211547,Б,выключен,2,2022-02-15,1900-01-01 20:01:03,1900-01-01 20:02:54,нет регистрации,нет в комнате,3,2022-02-15 20:01:03,2022-02-15 20:02:54
258545,1211547,В,выключен,0,2022-02-15,1900-01-01 20:01:03,1900-01-01 20:02:54,нет регистрации,нет в комнате,3,2022-02-15 20:01:03,2022-02-15 20:02:54
258545,1211547,В,включён,1,2022-02-15,1900-01-01 20:01:03,1900-01-01 20:02:54,есть регистрация,в комнате,3,2022-02-15 20:01:03,2022-02-15 20:02:54
258545,1211547,В,выключен,2,2022-02-15,1900-01-01 20:01:03,1900-01-01 20:02:54,нет регистрации,нет в комнате,3,2022-02-15 20:01:03,2022-02-15 20:02:54
258546,1212330,В,включён,0,2022-02-14,1900-01-01 18:44:21,1900-01-01 18:46:04,нет регистрации,нет в комнате,4,2022-02-14 18:44:21,2022-02-14 18:46:04
258546,1212330,А,включён,0,2022-02-14,1900-01-01 18:44:21,1900-01-01 18:46:04,нет регистрации,нет в комнате,4,2022-02-14 18:44:21,2022-02-14 18:46:04
258546,1212330,Б,включён,0,2022-02-14,1900-01-01 18:44:21,1900-01-01 18:46:04,нет регистрации,нет в комнате,4,2022-02-14 18:44:21,2022-02-14 18:46:04
258546,1212330,Д,включён,0,2022-02-14,1900-01-01 18:44:21,1900-01-01 18:46:04,есть регистрация,в комнате,4,2022-02-14 18:44:21,2022-02-14 18:46:04
258548,1212873,А,включён,0,2022-02-14,1900-01-01 19:24:42,1900-01-01 19:26:55,есть регистрация,в комнате,1,2022-02-14 19:24:42,2022-02-14 19:26:55
258552,1212916,А,включён,0,2022-02-14,1900-01-01 19:39:23,1900-01-01 19:41:36,есть регистрация,в комнате,1,2022-02-14 19:39:23,2022-02-14 19:41:36
